id,name,location,state,type,tuition,roomAndBoard,acceptanceRate,rating,size,rank,feesByIncome
1953,Talmudical Academy-New Jersey,"Adelphia, NJ",NJ,Private,14300,15000,66.67,,small,1901,"{'0-30000': 1564, '110001+': 0, '30001-48000': 5850, '48001-75000': 1500, '75001-110000': 0}"
1954,Aviation Institute of Maintenance-Teterboro,"Hasbrouck Heights, NJ",NJ,Private,16757,15000,,,small,1901,"{'0-30000': 20331, '110001+': 26393, '30001-48000': 21167, '48001-75000': 23058, '75001-110000': 22423}"
1955,Thomas Edison State University,"Trenton, NJ",NJ,Public Research,7372,15000,,,medium,1901,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1956,The College of New Jersey,"Ewing, NJ",NJ,Public Research,17978,15000,64.43,4.009375,medium,1901,"{'0-30000': 10521, '110001+': 32296, '30001-48000': 11763, '48001-75000': 20107, '75001-110000': 26945}"
1957,UCNJ Union College of Union County NJ,"Cranford, NJ",NJ,Public,5281,15000,,,medium,1901,"{'0-30000': 6632, '110001+': 11370, '30001-48000': 6509, '48001-75000': 8272, '75001-110000': 9993}"
1958,William Paterson University of New Jersey,"Wayne, NJ",NJ,Public Research,14624,15000,91.53,3.59375,medium,1901,"{'0-30000': 8536, '110001+': 23048, '30001-48000': 9918, '48001-75000': 14951, '75001-110000': 21604}"
1959,Olympian Academy of Cosmetology,"LAS CRUCES, NM",NM,Private,0,15000,,,small,1901,"{'0-30000': 20230, '110001+': 0, '30001-48000': 24450, '48001-75000': 24450, '75001-110000': 0}"
1960,Central New Mexico Community College,"Albuquerque, NM",NM,Public,1858,15000,,,large,1901,"{'0-30000': 1194, '110001+': 7621, '30001-48000': 2302, '48001-75000': 4676, '75001-110000': 6505}"
1961,Navajo Technical University,"Crownpoint, NM",NM,Public Research,3278,15000,,,small,1901,"{'0-30000': 3537, '110001+': 0, '30001-48000': 2450, '48001-75000': 4744, '75001-110000': 5448}"
1962,New Mexico State University-Dona Ana,"Las Cruces, NM",NM,Public,1842,15000,,,small,1901,"{'0-30000': 3251, '110001+': 9774, '30001-48000': 4455, '48001-75000': 6127, '75001-110000': 9619}"
1963,Clovis Community College,"Clovis, NM",NM,Public,1472,15000,,,small,1901,"{'0-30000': 3563, '110001+': 8973, '30001-48000': 4588, '48001-75000': 5850, '75001-110000': 3861}"
1964,Eastern New Mexico University-Main Campus,"Portales, NM",NM,Public Research,6863,15000,27.55,3.003125,small,1901,"{'0-30000': 5712, '110001+': 13940, '30001-48000': 6544, '48001-75000': 8929, '75001-110000': 9300}"
1965,Eastern New Mexico University-Roswell Campus,"Roswell, NM",NM,Public,2256,15000,,,small,1901,"{'0-30000': 4670, '110001+': 10208, '30001-48000': 5190, '48001-75000': 7726, '75001-110000': 8967}"
1966,Institute of American Indian and Alaska Native Culture and Arts Development,"Santa Fe, NM",NM,Public Research,5561,15000,100.0,,small,1901,"{'0-30000': 12272, '110001+': 0, '30001-48000': 9438, '48001-75000': 14044, '75001-110000': 0}"
1967,New Mexico Highlands University,"Las Vegas, NM",NM,Public Research,7140,15000,,,small,1901,"{'0-30000': 8876, '110001+': 8057, '30001-48000': 14073, '48001-75000': 0, '75001-110000': 0}"
1968,New Mexico Junior College,"Hobbs, NM",NM,Public,1440,15000,,,small,1901,"{'0-30000': 5789, '110001+': 8755, '30001-48000': 5834, '48001-75000': 7310, '75001-110000': 7994}"
1969,New Mexico Military Institute,"Roswell, NM",NM,Public,6965,15000,56.07,,small,1901,"{'0-30000': 3547, '110001+': 10601, '30001-48000': 4068, '48001-75000': 10153, '75001-110000': 11176}"
1970,University of New Mexico-Gallup Campus,"Gallup, NM",NM,Public,2646,15000,,,small,1901,"{'0-30000': 4075, '110001+': 0, '30001-48000': 4341, '48001-75000': 6407, '75001-110000': 7813}"
1971,New Mexico Institute of Mining and Technology,"Socorro, NM",NM,Public Research,9058,15000,74.43,,small,1901,"{'0-30000': 3127, '110001+': 16079, '30001-48000': 4565, '48001-75000': 8984, '75001-110000': 11154}"
1972,University of New Mexico-Los Alamos Campus,"Los Alamos, NM",NM,Public,2214,15000,,,small,1901,"{'0-30000': 9886, '110001+': 0, '30001-48000': 10281, '48001-75000': 11306, '75001-110000': 15026}"
1973,University of New Mexico-Main Campus,"Albuquerque, NM",NM,Public Research,8076,15000,96.07,3.40625,large,1901,"{'0-30000': 12582, '110001+': 18620, '30001-48000': 14057, '48001-75000': 16371, '75001-110000': 17773}"
1974,New Mexico State University-Alamogordo,"Alamogordo, NM",NM,Public,2136,15000,,,small,1901,"{'0-30000': 5887, '110001+': 0, '30001-48000': 5978, '48001-75000': 7088, '75001-110000': 0}"
1976,New Mexico State University-Grants,"Grants, NM",NM,Public,2136,15000,,,small,1901,"{'0-30000': 5920, '110001+': 0, '30001-48000': 6919, '48001-75000': 8141, '75001-110000': 6293}"
1977,New Mexico State University-Main Campus,"Las Cruces, NM",NM,Public Research,7627,15000,78.05,3.221875,medium,1901,"{'0-30000': 6542, '110001+': 14003, '30001-48000': 7352, '48001-75000': 9712, '75001-110000': 13477}"
1978,University of New Mexico-Valencia County Campus,"Los Lunas, NM",NM,Public,1878,15000,,,small,1901,"{'0-30000': 6173, '110001+': 0, '30001-48000': 7678, '48001-75000': 9216, '75001-110000': 10224}"
1979,Northern New Mexico College,"Espanola, NM",NM,Public,5064,15000,,,small,1901,"{'0-30000': 7175, '110001+': 13667, '30001-48000': 7283, '48001-75000': 9665, '75001-110000': 0}"
1980,San Juan College,"Farmington, NM",NM,Public,1714,15000,,,small,1901,"{'0-30000': 2437, '110001+': 7588, '30001-48000': 2485, '48001-75000': 4474, '75001-110000': 7502}"
1981,Santa Fe Community College,"Santa Fe, NM",NM,Public,2145,15000,,,small,1901,"{'0-30000': 7454, '110001+': 0, '30001-48000': 8991, '48001-75000': 10599, '75001-110000': 15742}"
1982,University of the Southwest,"Hobbs, NM",NM,Private Research,17200,15000,,,small,1901,"{'0-30000': 18661, '110001+': 22519, '30001-48000': 18169, '48001-75000': 20005, '75001-110000': 22396}"
1984,Southwestern Indian Polytechnic Institute,"Albuquerque, NM",NM,Public,0,15000,,,small,1901,"{'0-30000': 17702, '110001+': 0, '30001-48000': 11825, '48001-75000': 16139, '75001-110000': 17344}"
1985,University of New Mexico-Taos Campus,"Ranchos de Taos, NM",NM,Public,2004,15000,,,small,1901,"{'0-30000': 11486, '110001+': 0, '30001-48000': 12178, '48001-75000': 0, '75001-110000': 0}"
1986,Mesalands Community College,"Tucumcari, NM",NM,Public,2136,15000,,,small,1901,"{'0-30000': 7395, '110001+': 13707, '30001-48000': 6475, '48001-75000': 10077, '75001-110000': 12860}"
1987,Vogue College of Cosmetology-Santa Fe,"Santa Fe, NM",NM,Private,0,15000,,,small,1901,"{'0-30000': 18972, '110001+': 0, '30001-48000': 17819, '48001-75000': 0, '75001-110000': 0}"
1988,Western New Mexico University,"Silver City, NM",NM,Public Research,7657,15000,,,small,1901,"{'0-30000': 11142, '110001+': 0, '30001-48000': 15714, '48001-75000': 13081, '75001-110000': 17092}"
1989,Vaughn College of Aeronautics and Technology,"Flushing, NY",NY,Private,27730,15000,,,small,1901,"{'0-30000': 33621, '110001+': 39252, '30001-48000': 33573, '48001-75000': 35700, '75001-110000': 36857}"
1990,Adelphi University,"Garden City, NY",NY,Private Research,43800,15000,72.78,3.853125,medium,1901,"{'0-30000': 22374, '110001+': 29941, '30001-48000': 23405, '48001-75000': 25292, '75001-110000': 31449}"
1991,SUNY Adirondack,"Queensbury, NY",NY,Public,6088,15000,,,small,1901,"{'0-30000': 6332, '110001+': 15452, '30001-48000': 8327, '48001-75000': 11538, '75001-110000': 14046}"
1992,Bryant & Stratton College-Albany,"Albany, NY",NY,Private,18404,15000,,,small,1901,"{'0-30000': 12905, '110001+': 0, '30001-48000': 0, '48001-75000': 7907, '75001-110000': 17164}"
1993,Albany College of Pharmacy and Health Sciences,"Albany, NY",NY,Private Research,38225,15000,66.29,4.125,small,1901,"{'0-30000': 19977, '110001+': 33161, '30001-48000': 24657, '48001-75000': 26376, '75001-110000': 32319}"
1994,Albany Law School,"Albany, NY",NY,Private Research,0,15000,,,small,1901,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1995,Albany Medical College,"Albany, NY",NY,Private Research,0,15000,,,small,1901,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1997,Allen School-Brooklyn,"Brooklyn, NY",NY,Private,0,15000,,,small,1901,"{'0-30000': 24391, '110001+': 0, '30001-48000': 27071, '48001-75000': 28556, '75001-110000': 29801}"
1998,The Ailey School,"New York, NY",NY,Private,13789,15000,59.94,,small,1901,"{'0-30000': 0, '110001+': 0, '30001-48000': 24882, '48001-75000': 25132, '75001-110000': 27432}"
1999,American Academy of Dramatic Arts-New York,"New York, NY",NY,Private,38325,15000,81.07,,small,1901,"{'0-30000': 41648, '110001+': 50770, '30001-48000': 42358, '48001-75000': 44158, '75001-110000': 49091}"
2000,American Academy McAllister Institute of Funeral Service,"New York, NY",NY,Private,18292,15000,,,small,1901,"{'0-30000': 21447, '110001+': 0, '30001-48000': 22719, '48001-75000': 25289, '75001-110000': 26728}"
2001,Joffrey Ballet School,"New York, NY",NY,Private,22545,15000,60.8,,small,1901,"{'0-30000': 34746, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2002,American Musical and Dramatic Academy,"New York, NY",NY,Private,44260,15000,25.85,,small,1901,"{'0-30000': 35620, '110001+': 58490, '30001-48000': 38246, '48001-75000': 49756, '75001-110000': 50856}"
1983,Southwestern College,"Santa Fe, NM",NM,Private Research,0,15000,,,small,1901,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2003,Apex Technical School,"Long Island City, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 16185, '110001+': 0, '30001-48000': 21461, '48001-75000': 18648, '75001-110000': 20376}"
2004,Arnot Ogden Medical Center,"Elmira, NY",NY,Private,0,15000,58.82,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2014,Brittany Beauty Academy,"Brooklyn, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 19905, '110001+': 0, '30001-48000': 19970, '48001-75000': 0, '75001-110000': 0}"
2006,Bank Street College of Education,"New York, NY",NY,Private Research,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2009,Berk Trade and Business School,"Long Island City, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 14558, '110001+': 14558, '30001-48000': 14558, '48001-75000': 15118, '75001-110000': 17475}"
2008,Barnard College,"New York, NY",NY,Private,62525,15000,8.79,4.671875,small,2001,"{'0-30000': 9117, '110001+': 53452, '30001-48000': 12162, '48001-75000': 14087, '75001-110000': 26150}"
2010,Berkeley College-New York,"New York, NY",NY,Private,28600,15000,,,small,2001,"{'0-30000': 23210, '110001+': 28049, '30001-48000': 19323, '48001-75000': 20150, '75001-110000': 23699}"
2011,Berkowits School of Electrolysis,"Forest Hills, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2013,Mount Sinai Phillips School of Nursing,"New York, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2016,Brittany Beauty Academy,"Levittown, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 20138, '110001+': 26552, '30001-48000': 21883, '48001-75000': 24167, '75001-110000': 24788}"
2015,Boricua College,"New York, NY",NY,Private Research,12025,15000,,,small,2001,"{'0-30000': 14336, '110001+': 0, '30001-48000': 13378, '48001-75000': 12376, '75001-110000': 0}"
2017,American Beauty School,"Bronx, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 5428, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2018,Brooklyn Law School,"Brooklyn, NY",NY,Private Research,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2019,SUNY Broome Community College,"Binghamton, NY",NY,Public,6704,15000,,,small,2001,"{'0-30000': 4728, '110001+': 13751, '30001-48000': 6770, '48001-75000': 9994, '75001-110000': 12314}"
2021,Bryant & Stratton College-Buffalo,"Buffalo, NY",NY,Private,18435,15000,,,small,2001,"{'0-30000': 12726, '110001+': 2960, '30001-48000': 21161, '48001-75000': 0, '75001-110000': 19213}"
2022,Bryant & Stratton College-Greece,"Rochester, NY",NY,Private,18047,15000,,,small,2001,"{'0-30000': 12037, '110001+': 0, '30001-48000': 10149, '48001-75000': 0, '75001-110000': 16077}"
2023,Canisius University,"Buffalo, NY",NY,Private Research,31800,15000,77.73,3.75,small,2001,"{'0-30000': 13343, '110001+': 22763, '30001-48000': 14718, '48001-75000': 18060, '75001-110000': 21339}"
2024,Capri Cosmetology Learning Centers,"Nanuet, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 16841, '110001+': 0, '30001-48000': 14746, '48001-75000': 0, '75001-110000': 0}"
2025,St Paul's School of Nursing-Queens,"Rego Park, NY",NY,Private,21069,15000,,,small,2001,"{'0-30000': 31766, '110001+': 39183, '30001-48000': 30150, '48001-75000': 0, '75001-110000': 0}"
2026,Cayuga County Community College,"Auburn, NY",NY,Public,6292,15000,,,small,2001,"{'0-30000': 4639, '110001+': 12915, '30001-48000': 6121, '48001-75000': 9609, '75001-110000': 11444}"
2027,Cazenovia College,"Cazenovia, NY",NY,Private Research,36668,15000,75.1,,small,2001,"{'0-30000': 15772, '110001+': 23663, '30001-48000': 17554, '48001-75000': 19939, '75001-110000': 27688}"
2029,Christine Valmy International School for Esthetics Skin Care & Makeup,"New York, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 11951, '75001-110000': 0}"
2030,Circle in the Square Theatre School,"New York, NY",NY,Private,22565,15000,10.62,,small,2001,"{'0-30000': 31146, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2031,Clarkson University,"Potsdam, NY",NY,Private Research,56258,15000,78.42,4.00625,small,2001,"{'0-30000': 17972, '110001+': 36207, '30001-48000': 21945, '48001-75000': 25980, '75001-110000': 29584}"
2032,Clinton Community College,"Plattsburgh, NY",NY,Public,6831,15000,,,small,2001,"{'0-30000': 6616, '110001+': 13522, '30001-48000': 6504, '48001-75000': 8224, '75001-110000': 11435}"
2033,Cochran School of Nursing,"Yonkers, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2034,Colgate Rochester Crozer Divinity School,"Rochester, NY",NY,Private Research,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2035,Colgate University,"Hamilton, NY",NY,Private Research,64290,15000,12.43,4.625,small,2001,"{'0-30000': 7139, '110001+': 51325, '30001-48000': 10148, '48001-75000': 15208, '75001-110000': 20226}"
2062,CUNY Queens College,"Queens, NY",NY,Public Research,7538,15000,69.48,,medium,2001,"{'0-30000': 3126, '110001+': 12228, '30001-48000': 4107, '48001-75000': 7554, '75001-110000': 10309}"
2053,CUNY Graduate School and University Center,"New York, NY",NY,Public Research,7410,15000,23.81,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2038,Columbia-Greene Community College,"Hudson, NY",NY,Public,5760,15000,,,small,2001,"{'0-30000': 3865, '110001+': 12479, '30001-48000': 4276, '48001-75000': 7759, '75001-110000': 10851}"
2043,Weill Medical College of Cornell University,"New York, NY",NY,Private Research,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2039,Empire Beauty School-Queens,"Astoria, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 17459, '110001+': 21999, '30001-48000': 17183, '48001-75000': 20215, '75001-110000': 21999}"
2040,Continental School of Beauty Culture-Rochester,"Rochester, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 18406, '110001+': 25017, '30001-48000': 19922, '48001-75000': 21172, '75001-110000': 25017}"
2041,The Cooper Union for the Advancement of Science and Art,"New York, NY",NY,Private Research,46820,15000,22.47,4.6,small,2001,"{'0-30000': 4074, '110001+': 30143, '30001-48000': 5004, '48001-75000': 7712, '75001-110000': 17998}"
2042,Cornell University,"Ithaca, NY",NY,Private Research,63200,15000,7.47,4.771875,large,2001,"{'0-30000': 4375, '110001+': 48783, '30001-48000': 5017, '48001-75000': 8006, '75001-110000': 20728}"
2044,SUNY Corning Community College,"Corning, NY",NY,Public,5966,15000,,,small,2001,"{'0-30000': 4821, '110001+': 14193, '30001-48000': 6764, '48001-75000': 10792, '75001-110000': 12111}"
2046,Culinary Institute of America,"Hyde Park, NY",NY,Private Research,36620,15000,94.86,3.46875,small,2001,"{'0-30000': 25370, '110001+': 34412, '30001-48000': 26835, '48001-75000': 29937, '75001-110000': 34967}"
2047,CUNY Bernard M Baruch College,"New York, NY",NY,Public Research,7464,15000,49.53,,large,2001,"{'0-30000': 1617, '110001+': 12787, '30001-48000': 3353, '48001-75000': 7284, '75001-110000': 9752}"
2048,CUNY Borough of Manhattan Community College,"New York, NY",NY,Public,5170,15000,,,large,2001,"{'0-30000': 5444, '110001+': 12281, '30001-48000': 6421, '48001-75000': 8681, '75001-110000': 9892}"
2049,CUNY Bronx Community College,"Bronx, NY",NY,Public,5206,15000,,,medium,2001,"{'0-30000': 4575, '110001+': 11017, '30001-48000': 5613, '48001-75000': 7567, '75001-110000': 7922}"
2050,CUNY Brooklyn College,"Brooklyn, NY",NY,Public Research,7440,15000,54.54,,medium,2001,"{'0-30000': 2305, '110001+': 11504, '30001-48000': 3362, '48001-75000': 7541, '75001-110000': 9431}"
2051,College of Staten Island CUNY,"Staten Island, NY",NY,Public Research,7490,15000,,,medium,2001,"{'0-30000': 4412, '110001+': 13716, '30001-48000': 5565, '48001-75000': 8217, '75001-110000': 10300}"
2052,CUNY City College,"New York, NY",NY,Public Research,7340,15000,66.6,,medium,2001,"{'0-30000': 1963, '110001+': 12552, '30001-48000': 3330, '48001-75000': 7290, '75001-110000': 9332}"
2055,CUNY Hunter College,"New York, NY",NY,Public Research,7382,15000,47.86,,large,2001,"{'0-30000': 1408, '110001+': 12872, '30001-48000': 3028, '48001-75000': 7051, '75001-110000': 8965}"
2056,CUNY John Jay College of Criminal Justice,"New York, NY",NY,Public Research,7470,15000,50.66,,medium,2001,"{'0-30000': 2114, '110001+': 13383, '30001-48000': 3628, '48001-75000': 7859, '75001-110000': 9600}"
2057,CUNY Kingsborough Community College,"Brooklyn, NY",NY,Public,5252,15000,,,medium,2001,"{'0-30000': 6587, '110001+': 12941, '30001-48000': 7888, '48001-75000': 9739, '75001-110000': 10197}"
2058,CUNY LaGuardia Community College,"Long Island City, NY",NY,Public,5218,15000,,,medium,2001,"{'0-30000': 7111, '110001+': 11856, '30001-48000': 7730, '48001-75000': 9667, '75001-110000': 11301}"
2059,CUNY Lehman College,"Bronx, NY",NY,Public Research,7410,15000,55.31,,medium,2001,"{'0-30000': 2699, '110001+': 13202, '30001-48000': 4403, '48001-75000': 8026, '75001-110000': 9766}"
2060,CUNY Medgar Evers College,"Brooklyn, NY",NY,Public,7352,15000,87.65,,small,2001,"{'0-30000': 7203, '110001+': 8045, '30001-48000': 7779, '48001-75000': 10741, '75001-110000': 9373}"
2063,CUNY Queensborough Community College,"Bayside, NY",NY,Public,5210,15000,,,medium,2001,"{'0-30000': 5381, '110001+': 11176, '30001-48000': 6165, '48001-75000': 8428, '75001-110000': 9487}"
2064,CUNY School of Law,"Long Island City, NY",NY,Public Research,0,15000,,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
2065,CUNY York College,"Jamaica, NY",NY,Public Research,7358,15000,59.14,,small,2001,"{'0-30000': 4309, '110001+': 12265, '30001-48000': 5655, '48001-75000': 8572, '75001-110000': 9727}"
2084,Helene Fuld College of Nursing,"New York, NY",NY,Private,20933,15000,12.0,,small,2001,"{'0-30000': 35277, '110001+': 0, '30001-48000': 40629, '48001-75000': 0, '75001-110000': 40500}"
2089,Houghton University,"Houghton, NY",NY,Private Research,16446,15000,77.0,3.75,small,2001,"{'0-30000': 16492, '110001+': 24886, '30001-48000': 16611, '48001-75000': 19918, '75001-110000': 21757}"
2090,Hudson Valley Community College,"Troy, NY",NY,Public,6018,15000,,,medium,2001,"{'0-30000': 4348, '110001+': 13142, '30001-48000': 6577, '48001-75000': 9731, '75001-110000': 12013}"
2243,Vassar College,"Poughkeepsie, NY",NY,Private,64800,15000,18.66,4.646875,small,2201,"{'0-30000': 11594, '110001+': 52898, '30001-48000': 12977, '48001-75000': 20408, '75001-110000': 24522}"
2066,CVPH Medical Center School of Radiologic Technology,"Plattsburgh, NY",NY,Private,0,15000,68.75,,small,2001,"{'0-30000': 7678, '110001+': 0, '30001-48000': 0, '48001-75000': 9514, '75001-110000': 14173}"
2083,Hartwick College,"Oneonta, NY",NY,Private Research,51309,15000,59.72,3.475,small,2001,"{'0-30000': 20997, '110001+': 25306, '30001-48000': 22349, '48001-75000': 22428, '75001-110000': 22139}"
2067,D'Youville  University,"Buffalo, NY",NY,Private Research,31170,15000,84.04,3.5375,small,2001,"{'0-30000': 14172, '110001+': 26554, '30001-48000': 18643, '48001-75000': 21328, '75001-110000': 23451}"
2068,Daemen University,"Amherst, NY",NY,Private Research,32760,15000,79.94,,small,2001,"{'0-30000': 13818, '110001+': 25809, '30001-48000': 13024, '48001-75000': 17291, '75001-110000': 21242}"
2069,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,"Far Rockaway, NY",NY,Private,14500,15000,66.67,,small,2001,"{'0-30000': 7504, '110001+': 0, '30001-48000': 0, '48001-75000': 4000, '75001-110000': 9825}"
2071,Dutchess Community College,"Poughkeepsie, NY",NY,Public,5174,15000,,,small,2001,"{'0-30000': 4388, '110001+': 14010, '30001-48000': 6670, '48001-75000': 10520, '75001-110000': 12749}"
2072,Belanger School of Nursing,"Schenectady, NY",NY,Private,11014,15000,80.0,,small,2001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 19714}"
2074,Erie Community College,"Buffalo, NY",NY,Public,5935,15000,,,medium,2001,"{'0-30000': 3545, '110001+': 11596, '30001-48000': 5353, '48001-75000': 8641, '75001-110000': 9992}"
2075,Fashion Institute of Technology,"New York, NY",NY,Public Research,6170,15000,52.8,,medium,2001,"{'0-30000': 17848, '110001+': 28956, '30001-48000': 19437, '48001-75000': 24718, '75001-110000': 26854}"
2076,Finger Lakes Community College,"Canandaigua, NY",NY,Public,5914,15000,,,small,2001,"{'0-30000': 10861, '110001+': 11120, '30001-48000': 11592, '48001-75000': 10992, '75001-110000': 10984}"
2077,Five Towns College,"Dix Hills, NY",NY,Private Research,26245,15000,58.29,,small,2001,"{'0-30000': 7205, '110001+': 24508, '30001-48000': 14688, '48001-75000': 19005, '75001-110000': 27301}"
2079,Fulton-Montgomery Community College,"Johnstown, NY",NY,Public,5862,15000,,,small,2001,"{'0-30000': 5298, '110001+': 13569, '30001-48000': 6912, '48001-75000': 9649, '75001-110000': 12257}"
3708,Pima Medical Institute-Mesa,"Mesa, AZ",AZ,Private,0,15000,,,small,3701,"{'0-30000': 25073, '110001+': 0, '30001-48000': 29007, '48001-75000': 0, '75001-110000': 0}"
2080,Gemological Institute of America-New York,"New York, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 33651, '110001+': 0, '30001-48000': 0, '48001-75000': 39949, '75001-110000': 0}"
2081,Genesee Community College,"Batavia, NY",NY,Public,5440,15000,,,small,2001,"{'0-30000': 4359, '110001+': 13699, '30001-48000': 6035, '48001-75000': 9787, '75001-110000': 12290}"
2085,Herkimer County Community College,"Herkimer, NY",NY,Public,5776,15000,,,small,2001,"{'0-30000': 6820, '110001+': 15613, '30001-48000': 8553, '48001-75000': 11661, '75001-110000': 13620}"
2086,Hilbert College,"Hamburg, NY",NY,Private Research,29900,15000,95.49,,small,2001,"{'0-30000': 12637, '110001+': 21416, '30001-48000': 15861, '48001-75000': 15993, '75001-110000': 18905}"
2087,Hobart William Smith Colleges,"Geneva, NY",NY,Private Research,61725,15000,68.38,4.184375,small,2001,"{'0-30000': 19352, '110001+': 40907, '30001-48000': 11523, '48001-75000': 19653, '75001-110000': 22959}"
2091,Hunter Business School,"Levittown, NY",NY,Private,0,15000,,,small,2001,"{'0-30000': 21856, '110001+': 28923, '30001-48000': 22773, '48001-75000': 25575, '75001-110000': 27577}"
2092,Iona University,"New Rochelle, NY",NY,Private Research,44328,15000,96.4,3.50625,small,2001,"{'0-30000': 26933, '110001+': 32001, '30001-48000': 27199, '48001-75000': 27379, '75001-110000': 31339}"
2093,Isabella Graham Hart School of Practical Nursing,"Rochester, NY",NY,Private,0,15000,100.0,,small,2001,"{'0-30000': 16597, '110001+': 22076, '30001-48000': 18397, '48001-75000': 20822, '75001-110000': 21503}"
2094,Island Drafting and Technical Institute,"Amityville, NY",NY,Private,18450,15000,,,small,2001,"{'0-30000': 21672, '110001+': 30661, '30001-48000': 20470, '48001-75000': 25828, '75001-110000': 0}"
2095,Ithaca College,"Ithaca, NY",NY,Private Research,48276,15000,75.2,4.0875,small,2001,"{'0-30000': 22257, '110001+': 41887, '30001-48000': 25635, '48001-75000': 28486, '75001-110000': 34424}"
2096,Jamestown Community College,"Jamestown, NY",NY,Public,6450,15000,,,small,2001,"{'0-30000': 6209, '110001+': 14207, '30001-48000': 8073, '48001-75000': 12066, '75001-110000': 13026}"
2097,Jamestown Business College,"Jamestown, NY",NY,Private,12945,15000,87.41,,small,2001,"{'0-30000': 6251, '110001+': 0, '30001-48000': 6057, '48001-75000': 6428, '75001-110000': 10946}"
2098,Jefferson Community College,"Watertown, NY",NY,Public,5832,15000,,,small,2001,"{'0-30000': 8797, '110001+': 18160, '30001-48000': 9808, '48001-75000': 14624, '75001-110000': 15645}"
2099,Jewish Theological Seminary of America,"New York, NY",NY,Private Research,68365,15000,50.76,4.725,small,2001,"{'0-30000': 0, '110001+': 55603, '30001-48000': 0, '48001-75000': 0, '75001-110000': 26799}"
2100,The Juilliard School,"New York, NY",NY,Private Research,52500,15000,10.61,,small,2001,"{'0-30000': 23313, '110001+': 50708, '30001-48000': 26991, '48001-75000': 38332, '75001-110000': 50541}"
2102,Keuka College,"Keuka Park, NY",NY,Private Research,36191,15000,92.79,3.25625,small,2001,"{'0-30000': 23827, '110001+': 32028, '30001-48000': 24479, '48001-75000': 24976, '75001-110000': 30821}"
2103,LIM College,"New York, NY",NY,Private Research,30610,15000,83.82,3.334375,small,2101,"{'0-30000': 34949, '110001+': 41108, '30001-48000': 38873, '48001-75000': 36592, '75001-110000': 38433}"
2104,Le Moyne College,"Syracuse, NY",NY,Private Research,37450,15000,78.28,3.83125,small,2101,"{'0-30000': 15315, '110001+': 26490, '30001-48000': 18535, '48001-75000': 23523, '75001-110000': 25173}"
2105,Long Island University,"Brookville, NY",NY,Private Research,38868,15000,92.65,3.809375,medium,2101,"{'0-30000': 20971, '110001+': 30129, '30001-48000': 24440, '48001-75000': 27669, '75001-110000': 32285}"
2106,Long Island Beauty School-Hempstead,"Hempstead, NY",NY,Private,0,15000,,,small,2101,"{'0-30000': 22161, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
