id,name,location,state,type,tuition,roomAndBoard,acceptanceRate,rating,size,rank,feesByIncome
16,Enterprise State Community College,"Enterprise, AL",AL,Public,4920,15000,,,small,1,"{'0-30000': 1838, '110001+': 7738, '30001-48000': 2694, '48001-75000': 4561, '75001-110000': 7744}"
45,Samford University,"Birmingham, AL",AL,Private Research,36725,15000,83.26,3.834375,small,1,"{'0-30000': 23359, '110001+': 33463, '30001-48000': 25342, '48001-75000': 28422, '75001-110000': 32460}"
74,Arizona Western College,"Yuma, AZ",AZ,Public,2960,15000,,,medium,1,"{'0-30000': 9713, '110001+': 0, '30001-48000': 10976, '48001-75000': 12699, '75001-110000': 12141}"
114,University of Arkansas,"Fayetteville, AR",AR,Public Research,9656,15000,78.93,3.646875,large,101,"{'0-30000': 11556, '110001+': 20093, '30001-48000': 12575, '48001-75000': 15514, '75001-110000': 18867}"
103,Arizona Christian University,"Glendale, AZ",AZ,Private,31650,15000,70.14,,small,101,"{'0-30000': 24298, '110001+': 30955, '30001-48000': 26066, '48001-75000': 30446, '75001-110000': 31393}"
105,Yavapai College,"Prescott, AZ",AZ,Public,2680,15000,,,small,101,"{'0-30000': 4830, '110001+': 1002, '30001-48000': 5306, '48001-75000': 7899, '75001-110000': 8590}"
131,Harding University,"Searcy, AR",AR,Private Research,23148,15000,45.12,3.69375,small,101,"{'0-30000': 16656, '110001+': 22536, '30001-48000': 14654, '48001-75000': 17597, '75001-110000': 21294}"
158,Shorter College,"N Little Rock, AR",AR,Private,6246,15000,,,small,101,"{'0-30000': 13423, '110001+': 0, '30001-48000': 16790, '48001-75000': 0, '75001-110000': 0}"
162,Southern Arkansas University Tech,"Camden, AR",AR,Public,4519,15000,,,small,101,"{'0-30000': 3373, '110001+': 8708, '30001-48000': 3393, '48001-75000': 4649, '75001-110000': 5888}"
187,Butte College,"Oroville, CA",CA,Public,1336,15000,,,medium,101,"{'0-30000': 5285, '110001+': 0, '30001-48000': 6860, '48001-75000': 9881, '75001-110000': 11675}"
217,University of California-Santa Barbara,"Santa Barbara, CA",CA,Public Research,14617,15000,25.85,,large,201,"{'0-30000': 8839, '110001+': 31659, '30001-48000': 10859, '48001-75000': 13464, '75001-110000': 18987}"
241,Chapman University,"Orange, CA",CA,Private Research,60672,15000,72.52,4.1125,medium,201,"{'0-30000': 33467, '110001+': 53059, '30001-48000': 31197, '48001-75000': 35244, '75001-110000': 39808}"
244,San Diego Christian College,"Santee, CA",CA,Private Research,26300,15000,,,small,201,"{'0-30000': 35393, '110001+': 40290, '30001-48000': 37063, '48001-75000': 40290, '75001-110000': 38774}"
273,Diablo Valley College,"Pleasant Hill, CA",CA,Public,1312,15000,,,medium,201,"{'0-30000': 4483, '110001+': 8528, '30001-48000': 5801, '48001-75000': 7996, '75001-110000': 9867}"
303,Hartnell College,"Salinas, CA",CA,Public,1404,15000,,,medium,301,"{'0-30000': 3462, '110001+': 10166, '30001-48000': 3611, '48001-75000': 6820, '75001-110000': 7495}"
333,Southern California University of Health Sciences,"Whittier, CA",CA,Private Research,13215,15000,,,small,301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
335,Los Angeles Pierce College,"Woodland Hills, CA",CA,Public,1238,15000,,,medium,301,"{'0-30000': 11309, '110001+': 0, '30001-48000': 11682, '48001-75000': 14295, '75001-110000': 15800}"
336,Los Angeles Southwest College,"Los Angeles, CA",CA,Public,1238,15000,,,small,301,"{'0-30000': 5919, '110001+': 0, '30001-48000': 7370, '48001-75000': 6876, '75001-110000': 10385}"
364,Mount Saint Mary's University,"Los Angeles, CA",CA,Private Research,46740,15000,75.76,,small,301,"{'0-30000': 28062, '110001+': 38531, '30001-48000': 28889, '48001-75000': 27953, '75001-110000': 30659}"
396,Platt College-San Diego,"San Diego, CA",CA,Private,15310,15000,,,small,301,"{'0-30000': 28859, '110001+': 0, '30001-48000': 29559, '48001-75000': 32083, '75001-110000': 33745}"
448,Solano Community College,"Fairfield, CA",CA,Public,1172,15000,,,medium,401,"{'0-30000': 4579, '110001+': 4725, '30001-48000': 5198, '48001-75000': 7597, '75001-110000': 8905}"
450,South Baylo University,"Anaheim, CA",CA,Private Research,0,15000,,,small,401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
451,South Coast College,"Orange, CA",CA,Private,13409,15000,,,small,401,"{'0-30000': 29705, '110001+': 0, '30001-48000': 34003, '48001-75000': 0, '75001-110000': 0}"
452,Vanguard University of Southern California,"Costa Mesa, CA",CA,Private Research,38700,15000,74.84,,small,401,"{'0-30000': 18883, '110001+': 30300, '30001-48000': 19218, '48001-75000': 22090, '75001-110000': 25240}"
453,Concorde Career College-Garden Grove,"Garden Grove, CA",CA,Private,0,15000,96.29,,small,401,"{'0-30000': 18594, '110001+': 22989, '30001-48000': 18265, '48001-75000': 22046, '75001-110000': 22895}"
454,Southwestern College,"Chula Vista, CA",CA,Public,1342,15000,,,medium,401,"{'0-30000': 10757, '110001+': 11770, '30001-48000': 10747, '48001-75000': 13956, '75001-110000': 16286}"
444,Charles A Jones Career and Education Center,"Sacramento, CA",CA,Public,0,15000,,,small,401,"{'0-30000': 33232, '110001+': 0, '30001-48000': 33467, '48001-75000': 0, '75001-110000': 0}"
445,Skyline College,"San Bruno, CA",CA,Public,1362,15000,,,medium,401,"{'0-30000': 1, '110001+': 1856, '30001-48000': 1841, '48001-75000': 2950, '75001-110000': 4643}"
446,San Bernardino Valley College,"San Bernardino, CA",CA,Public,744,15000,,,medium,401,"{'0-30000': 6907, '110001+': 0, '30001-48000': 6911, '48001-75000': 8203, '75001-110000': 9262}"
447,Saint Mary's College of California,"Moraga, CA",CA,Private Research,53932,15000,87.89,,small,401,"{'0-30000': 23731, '110001+': 38193, '30001-48000': 21930, '48001-75000': 23463, '75001-110000': 22610}"
443,College of the Siskiyous,"Weed, CA",CA,Public,1444,15000,,,small,401,"{'0-30000': 6723, '110001+': 0, '30001-48000': 7412, '48001-75000': 9826, '75001-110000': 11838}"
463,Epic Bible College & Graduate School,"Sacramento, CA",CA,Private Research,9689,15000,,,small,401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
509,Emily Griffith Technical College,"Denver, CO",CO,Public,0,15000,,,medium,501,"{'0-30000': 5184, '110001+': 0, '30001-48000': 5755, '48001-75000': 0, '75001-110000': 0}"
538,Asnuntuck Community College,"Enfield, CT",CT,Public,4772,15000,,,small,501,"{'0-30000': 9953, '110001+': 12859, '30001-48000': 10956, '48001-75000': 10526, '75001-110000': 12001}"
562,Mitchell College,"New London, CT",CT,Private,37250,15000,76.84,,small,501,"{'0-30000': 22627, '110001+': 34423, '30001-48000': 22447, '48001-75000': 29584, '75001-110000': 31290}"
563,Three Rivers Community College,"Norwich, CT",CT,Public,4820,15000,,,small,501,"{'0-30000': 5943, '110001+': 7299, '30001-48000': 6069, '48001-75000': 6547, '75001-110000': 6677}"
564,Lincoln Technical Institute-New Britain,"New Britain, CT",CT,Private,0,15000,,,small,501,"{'0-30000': 36854, '110001+': 38701, '30001-48000': 37360, '48001-75000': 37883, '75001-110000': 40160}"
565,New England Tractor Trailer Training School of Connecticut,"Somers, CT",CT,Private,0,15000,,,small,501,"{'0-30000': 14525, '110001+': 0, '30001-48000': 13495, '48001-75000': 16171, '75001-110000': 14623}"
566,University of New Haven,"West Haven, CT",CT,Private Research,44184,15000,91.24,3.6875,small,501,"{'0-30000': 28032, '110001+': 35968, '30001-48000': 29547, '48001-75000': 30939, '75001-110000': 34186}"
568,Northwestern Connecticut Community College,"Winsted, CT",CT,Public,4772,15000,,,small,501,"{'0-30000': 9320, '110001+': 13515, '30001-48000': 9617, '48001-75000': 10598, '75001-110000': 11495}"
569,Paier College,"Bridgeport, CT",CT,Private,24480,15000,95.45,,small,501,"{'0-30000': 27439, '110001+': 33946, '30001-48000': 30139, '48001-75000': 32598, '75001-110000': 0}"
570,Porter & Chester Institute,"Bridgeport, CT",CT,Private,14349,15000,,,small,501,"{'0-30000': 19575, '110001+': 26180, '30001-48000': 20076, '48001-75000': 22181, '75001-110000': 25067}"
571,Post University,"Waterbury, CT",CT,Private Research,16610,15000,,,medium,501,"{'0-30000': 20108, '110001+': 12349, '30001-48000': 14229, '48001-75000': 14292, '75001-110000': 11546}"
572,Quinebaug Valley Community College,"Danielson, CT",CT,Public,4740,15000,,,small,501,"{'0-30000': 7904, '110001+': 0, '30001-48000': 8983, '48001-75000': 9321, '75001-110000': 8877}"
573,Quinnipiac University,"Hamden, CT",CT,Private Research,51790,15000,83.79,3.8,medium,501,"{'0-30000': 33296, '110001+': 42979, '30001-48000': 32709, '48001-75000': 33699, '75001-110000': 38821}"
545,Porter & Chester Institute of Hamden,"Hamden, CT",CT,Private,14337,15000,,,small,501,"{'0-30000': 21864, '110001+': 0, '30001-48000': 22140, '48001-75000': 23836, '75001-110000': 27091}"
584,Margaret H Rollins School of Nursing at Beebe Medical Center,"Lewes, DE",DE,Private,0,15000,,,small,501,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
604,Atlantic Technical College,"Coconut Creek, FL",FL,Public,0,15000,,,small,601,"{'0-30000': 11507, '110001+': 0, '30001-48000': 11381, '48001-75000': 8321, '75001-110000': 13497}"
637,Florida Memorial University,"Miami Gardens, FL",FL,Private Research,16836,15000,69.94,,small,601,"{'0-30000': 16651, '110001+': 23538, '30001-48000': 17802, '48001-75000': 20502, '75001-110000': 22369}"
664,Lindsey Hopkins Technical College,"Miami, FL",FL,Public,0,15000,,,small,601,"{'0-30000': 6457, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
676,Paul Mitchell the School-Jacksonville,"Jacksonville, FL",FL,Private,0,15000,,,small,601,"{'0-30000': 17659, '110001+': 22298, '30001-48000': 16970, '48001-75000': 19364, '75001-110000': 22250}"
677,North Florida College,"Madison, FL",FL,Public,3054,15000,,,small,601,"{'0-30000': 2305, '110001+': 0, '30001-48000': 2889, '48001-75000': 5800, '75001-110000': 0}"
678,University of North Florida,"Jacksonville, FL",FL,Public Research,6389,15000,70.5,3.45,medium,601,"{'0-30000': 5890, '110001+': 15699, '30001-48000': 6414, '48001-75000': 9056, '75001-110000': 13816}"
679,Nova Southeastern University,"Fort Lauderdale, FL",FL,Private Research,36300,15000,75.8,3.6375,medium,601,"{'0-30000': 25742, '110001+': 31944, '30001-48000': 25619, '48001-75000': 29584, '75001-110000': 30498}"
680,Northwest Florida State College,"Niceville, FL",FL,Public,3246,15000,,,small,601,"{'0-30000': 2858, '110001+': 10741, '30001-48000': 4676, '48001-75000': 7911, '75001-110000': 10777}"
681,Orange Technical College,"Orlando, FL",FL,Public,0,15000,,,small,601,"{'0-30000': 4113, '110001+': 0, '30001-48000': 4263, '48001-75000': 4463, '75001-110000': 0}"
682,Palm Beach Atlantic University,"West Palm Beach, FL",FL,Private Research,35900,15000,94.66,3.51875,small,601,"{'0-30000': 23704, '110001+': 33280, '30001-48000': 25221, '48001-75000': 26788, '75001-110000': 30331}"
683,Palm Beach State College,"Lake Worth, FL",FL,Public,3050,15000,,,large,601,"{'0-30000': 9993, '110001+': 14739, '30001-48000': 8773, '48001-75000': 11174, '75001-110000': 13731}"
684,Pasco-Hernando State College,"New Port Richey, FL",FL,Public,3155,15000,,,medium,601,"{'0-30000': 1879, '110001+': 8026, '30001-48000': 2761, '48001-75000': 5062, '75001-110000': 7247}"
685,Pensacola State College,"Pensacola, FL",FL,Public,2365,15000,,,medium,601,"{'0-30000': 1368, '110001+': 8458, '30001-48000': 2529, '48001-75000': 4339, '75001-110000': 6868}"
686,Pinellas Technical College-Clearwater,"Clearwater, FL",FL,Public,0,15000,,,small,601,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
694,First Coast Technical College,"Saint Augustine, FL",FL,Public,0,15000,,,small,601,"{'0-30000': 17951, '110001+': 0, '30001-48000': 16470, '48001-75000': 19680, '75001-110000': 20218}"
724,University of West Florida,"Pensacola, FL",FL,Public Research,6360,15000,48.03,3.64375,medium,701,"{'0-30000': 4518, '110001+': 15182, '30001-48000': 5874, '48001-75000': 10113, '75001-110000': 13014}"
754,Columbus State University,"Columbus, GA",GA,Public Research,5751,15000,87.8,3.1875,medium,701,"{'0-30000': 12333, '110001+': 16810, '30001-48000': 12682, '48001-75000': 14698, '75001-110000': 17200}"
766,Georgia Institute of Technology-Main Campus,"Atlanta, GA",GA,Public Research,11764,15000,17.13,4.625,large,701,"{'0-30000': 8570, '110001+': 18807, '30001-48000': 11178, '48001-75000': 14771, '75001-110000': 18051}"
771,University of Georgia,"Athens, GA",GA,Public Research,11180,15000,42.55,4.171875,large,701,"{'0-30000': 9788, '110001+': 18614, '30001-48000': 11918, '48001-75000': 15583, '75001-110000': 18305}"
780,Life University,"Marietta, GA",GA,Private Research,14406,15000,97.77,3.071875,small,701,"{'0-30000': 27044, '110001+': 26691, '30001-48000': 26836, '48001-75000': 29393, '75001-110000': 30848}"
778,LaGrange College,"Lagrange, GA",GA,Private Research,33700,15000,59.12,,small,701,"{'0-30000': 17351, '110001+': 22083, '30001-48000': 18996, '48001-75000': 21594, '75001-110000': 20131}"
762,Emory University,"Atlanta, GA",GA,Private Research,57948,15000,11.35,4.665625,medium,701,"{'0-30000': 7058, '110001+': 48971, '30001-48000': 5506, '48001-75000': 12464, '75001-110000': 23933}"
785,Morehouse School of Medicine,"Atlanta, GA",GA,Private Research,0,15000,,,small,701,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
825,The College of Idaho,"Caldwell, ID",ID,Private Research,34630,15000,45.52,3.671875,small,801,"{'0-30000': 18872, '110001+': 24946, '30001-48000': 15681, '48001-75000': 21570, '75001-110000': 21825}"
849,Cannella School of Hair Design-Chicago,"Chicago, IL",IL,Private,0,15000,,,small,801,"{'0-30000': 9980, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
897,Illinois College,"Jacksonville, IL",IL,Private,36346,15000,77.18,3.3625,small,801,"{'0-30000': 12642, '110001+': 22654, '30001-48000': 11770, '48001-75000': 14915, '75001-110000': 19880}"
899,Illinois Institute of Technology,"Chicago, IL",IL,Private Research,50640,15000,61.44,4.15,small,801,"{'0-30000': 18815, '110001+': 30343, '30001-48000': 20084, '48001-75000': 21445, '75001-110000': 23776}"
902,Institute for Clinical Social Work,"Chicago, IL",IL,Private Research,0,15000,,,small,801,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
903,John A Logan College,"Carterville, IL",IL,Public,4550,15000,,,small,901,"{'0-30000': 4351, '110001+': 0, '30001-48000': 4871, '48001-75000': 6960, '75001-110000': 8283}"
887,Hair Professionals School of Cosmetology,"Oswego, IL",IL,Private,0,15000,,,small,801,"{'0-30000': 13216, '110001+': 19711, '30001-48000': 14266, '48001-75000': 0, '75001-110000': 0}"
889,Highland Community College,"Freeport, IL",IL,Public,4624,15000,,,small,801,"{'0-30000': 4752, '110001+': 11650, '30001-48000': 4742, '48001-75000': 6248, '75001-110000': 7188}"
890,Rosalind Franklin University of Medicine and Science,"North Chicago, IL",IL,Private Research,0,15000,,,small,801,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
891,University of Illinois Chicago,"Chicago, IL",IL,Public Research,14046,15000,78.69,3.85,large,801,"{'0-30000': 8089, '110001+': 23011, '30001-48000': 9617, '48001-75000': 12358, '75001-110000': 17747}"
894,University of Illinois Urbana-Champaign,"Champaign, IL",IL,Public Research,15714,15000,44.82,4.5,large,801,"{'0-30000': 3881, '110001+': 28710, '30001-48000': 8562, '48001-75000': 11920, '75001-110000': 22833}"
895,Illinois Wesleyan University,"Bloomington, IL",IL,Private,53814,15000,42.22,3.946875,small,801,"{'0-30000': 16117, '110001+': 33535, '30001-48000': 16551, '48001-75000': 21500, '75001-110000': 27163}"
1083,Iowa State University,"Ames, IA",IA,Public Research,10133,15000,90.22,3.740625,large,1001,"{'0-30000': 7532, '110001+': 20129, '30001-48000': 9230, '48001-75000': 12102, '75001-110000': 17262}"
953,Professional's Choice Hair Design Academy,"Joliet, IL",IL,Private,0,15000,,,small,901,"{'0-30000': 12747, '110001+': 0, '30001-48000': 16046, '48001-75000': 16736, '75001-110000': 18516}"
965,Saint Xavier University,"Chicago, IL",IL,Private Research,35770,15000,84.13,,small,901,"{'0-30000': 9778, '110001+': 17728, '30001-48000': 10370, '48001-75000': 12553, '75001-110000': 16070}"
1012,Huntington University,"Huntington, IN",IN,Private Research,28830,15000,77.5,3.4375,small,1001,"{'0-30000': 8847, '110001+': 16908, '30001-48000': 10585, '48001-75000': 13886, '75001-110000': 13306}"
1013,Ivy Tech Community College,"Indianapolis, IN",IN,Public,4637,15000,,,large,1001,"{'0-30000': 4594, '110001+': 12580, '30001-48000': 5548, '48001-75000': 8567, '75001-110000': 11188}"
1014,Purdue University Fort Wayne,"Fort Wayne, IN",IN,Public Research,8985,15000,80.66,3.440625,medium,1001,"{'0-30000': 7171, '110001+': 16796, '30001-48000': 7609, '48001-75000': 11606, '75001-110000': 16075}"
1016,University of Indianapolis,"Indianapolis, IN",IN,Private Research,34972,15000,76.14,,small,1001,"{'0-30000': 16953, '110001+': 25518, '30001-48000': 16549, '48001-75000': 22208, '75001-110000': 26310}"
1017,Indiana Institute of Technology,"Fort Wayne, IN",IN,Private Research,29560,15000,64.66,,small,1001,"{'0-30000': 18712, '110001+': 24290, '30001-48000': 15525, '48001-75000': 21672, '75001-110000': 22843}"
1018,University of Southern Indiana,"Evansville, IN",IN,Public Research,10210,15000,94.44,3.559375,medium,1001,"{'0-30000': 7752, '110001+': 17631, '30001-48000': 9444, '48001-75000': 14860, '75001-110000': 17337}"
1019,Indiana State University,"Terre Haute, IN",IN,Public Research,9732,15000,92.3,,medium,1001,"{'0-30000': 8743, '110001+': 19920, '30001-48000': 9497, '48001-75000': 14661, '75001-110000': 18479}"
1020,Indiana University-Kokomo,"Kokomo, IN",IN,Public Research,7941,15000,85.75,3.453125,small,1001,"{'0-30000': 2721, '110001+': 12497, '30001-48000': 3169, '48001-75000': 8132, '75001-110000': 11848}"
1022,Indiana University-Bloomington,"Bloomington, IN",IN,Public Research,11447,15000,82.41,4.13125,large,1001,"{'0-30000': 6874, '110001+': 24388, '30001-48000': 7636, '48001-75000': 12849, '75001-110000': 21394}"
1004,University of Evansville,"Evansville, IN",IN,Private Research,41336,15000,76.32,3.6875,small,1001,"{'0-30000': 14225, '110001+': 24687, '30001-48000': 14514, '48001-75000': 18882, '75001-110000': 20521}"
1034,Anabaptist Mennonite Biblical Seminary,"Elkhart, IN",IN,Private Research,0,15000,,,small,1001,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1054,Allen College,"Waterloo, IA",IA,Private Research,20008,15000,,,small,1001,"{'0-30000': 0, '110001+': 31509, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1084,Iowa Wesleyan University,"Mount Pleasant, IA",IA,Private Research,34700,15000,80.81,3.134375,small,1001,"{'0-30000': 19449, '110001+': 23332, '30001-48000': 19274, '48001-75000': 18079, '75001-110000': 24888}"
1113,Southwestern Community College,"Creston, IA",IA,Public,6784,15000,,,small,1101,"{'0-30000': 6329, '110001+': 13413, '30001-48000': 8101, '48001-75000': 9766, '75001-110000': 11520}"
1121,The Salon Professional Academy-Cedar Falls,"Cedar Falls, IA",IA,Private,0,15000,,,small,1101,"{'0-30000': 8290, '110001+': 0, '30001-48000': 11197, '48001-75000': 13693, '75001-110000': 0}"
1122,Western Iowa Tech Community College,"Sioux City, IA",IA,Public,4922,15000,,,small,1101,"{'0-30000': 7984, '110001+': 9880, '30001-48000': 6873, '48001-75000': 9656, '75001-110000': 11150}"
1123,William Penn University,"Oskaloosa, IA",IA,Private Research,27800,15000,57.67,3.034375,small,1101,"{'0-30000': 20120, '110001+': 24004, '30001-48000': 21705, '48001-75000': 21392, '75001-110000': 23377}"
1124,Allen County Community College,"Iola, KS",KS,Public,3108,15000,,,small,1101,"{'0-30000': 3997, '110001+': 10060, '30001-48000': 4673, '48001-75000': 6112, '75001-110000': 10545}"
1126,Barton County Community College,"Great Bend, KS",KS,Public,3616,15000,,,small,1101,"{'0-30000': 9727, '110001+': 11963, '30001-48000': 8898, '48001-75000': 9808, '75001-110000': 11968}"
1128,Bethany College,"Lindsborg, KS",KS,Private,31305,15000,66.03,3.15625,small,1101,"{'0-30000': 29674, '110001+': 27780, '30001-48000': 31381, '48001-75000': 30748, '75001-110000': 29235}"
1130,Butler Community College,"El Dorado, KS",KS,Public,3596,15000,,,medium,1101,"{'0-30000': 13282, '110001+': 18289, '30001-48000': 12895, '48001-75000': 15257, '75001-110000': 17612}"
1143,Fort Scott Community College,"Fort Scott, KS",KS,Public,3150,15000,,,small,1101,"{'0-30000': 3807, '110001+': 10888, '30001-48000': 4060, '48001-75000': 6847, '75001-110000': 8973}"
1173,University of Saint Mary,"Leavenworth, KS",KS,Private Research,32540,15000,81.93,3.265625,small,1101,"{'0-30000': 19664, '110001+': 23314, '30001-48000': 19745, '48001-75000': 21750, '75001-110000': 20974}"
1229,Big Sandy Community and Technical College,"Prestonsburg, KY",KY,Public,4560,15000,,,small,1201,"{'0-30000': 3450, '110001+': 9936, '30001-48000': 4031, '48001-75000': 5742, '75001-110000': 7353}"
1230,Empire Beauty School-Chenoweth,"Louisville, KY",KY,Private,0,15000,,,small,1201,"{'0-30000': 12737, '110001+': 16280, '30001-48000': 14294, '48001-75000': 14089, '75001-110000': 0}"
1231,Empire Beauty School-Elizabethtown,"Elizabethtown, KY",KY,Private,0,15000,,,small,1201,"{'0-30000': 15390, '110001+': 20345, '30001-48000': 16254, '48001-75000': 18860, '75001-110000': 20345}"
1232,Empire Beauty School-Dixie,"Louisville, KY",KY,Private,0,15000,,,small,1201,"{'0-30000': 14912, '110001+': 20427, '30001-48000': 15581, '48001-75000': 17942, '75001-110000': 15998}"
1214,University of Kentucky,"Lexington, KY",KY,Public Research,12859,15000,94.89,3.715625,large,1201,"{'0-30000': 10597, '110001+': 22835, '30001-48000': 11156, '48001-75000': 13939, '75001-110000': 19294}"
1254,Nunez Community College,"Chalmette, LA",LA,Public,4255,15000,,,small,1201,"{'0-30000': 12399, '110001+': 15746, '30001-48000': 11258, '48001-75000': 12897, '75001-110000': 15699}"
1264,Aveda Arts & Sciences Institute-Baton Rouge,"Baton Rouge, LA",LA,Private,0,15000,,,small,1201,"{'0-30000': 20918, '110001+': 27037, '30001-48000': 21572, '48001-75000': 23003, '75001-110000': 26246}"
1266,Louisiana Academy of Beauty,"Eunice, LA",LA,Private,0,15000,,,small,1201,"{'0-30000': 20024, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1346,Hood College,"Frederick, MD",MD,Private Research,44500,15000,77.87,,small,1301,"{'0-30000': 12803, '110001+': 24280, '30001-48000': 15283, '48001-75000': 17455, '75001-110000': 15965}"
1347,Howard Community College,"Columbia, MD",MD,Public,4088,15000,,,medium,1301,"{'0-30000': 8033, '110001+': 12566, '30001-48000': 9088, '48001-75000': 10120, '75001-110000': 11628}"
1348,Aveda Institute-Maryland,"Bel Air, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 14742, '110001+': 20137, '30001-48000': 14636, '48001-75000': 19593, '75001-110000': 20137}"
1350,Lincoln College of Technology-Columbia,"Columbia, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 33539, '110001+': 38591, '30001-48000': 33988, '48001-75000': 34418, '75001-110000': 37255}"
1371,Towson University,"Towson, MD",MD,Public Research,10818,15000,78.6,3.55625,large,1301,"{'0-30000': 4880, '110001+': 23353, '30001-48000': 8585, '48001-75000': 13978, '75001-110000': 19877}"
1356,Maryland Institute College of Art,"Baltimore, MD",MD,Private Research,53815,15000,79.58,3.653125,small,1301,"{'0-30000': 28124, '110001+': 45894, '30001-48000': 32955, '48001-75000': 39513, '75001-110000': 43159}"
1351,Loyola University Maryland,"Baltimore, MD",MD,Private Research,53430,15000,83.48,4.015625,small,1301,"{'0-30000': 23406, '110001+': 36362, '30001-48000': 25405, '48001-75000': 24427, '75001-110000': 28937}"
1374,Stevenson University,"Owings Mills, MD",MD,Private Research,38738,15000,84.1,,small,1301,"{'0-30000': 18283, '110001+': 30648, '30001-48000': 23357, '48001-75000': 27138, '75001-110000': 29574}"
1376,McDaniel College,"Westminster, MD",MD,Private Research,46800,15000,82.05,,small,1301,"{'0-30000': 13604, '110001+': 28808, '30001-48000': 18535, '48001-75000': 20967, '75001-110000': 24356}"
1377,Wor-Wic Community College,"Salisbury, MD",MD,Public,3624,15000,,,small,1301,"{'0-30000': 6017, '110001+': 12547, '30001-48000': 7167, '48001-75000': 9540, '75001-110000': 10500}"
1352,University of Maryland Global Campus,"Adelphi, MD",MD,Public Research,7848,15000,,,large,1301,"{'0-30000': 16805, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1353,University of Maryland Baltimore,"Baltimore, MD",MD,Public Research,0,15000,,,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1357,University of Maryland Eastern Shore,"Princess Anne, MD",MD,Public Research,8898,15000,81.56,,small,1301,"{'0-30000': 7855, '110001+': 18578, '30001-48000': 10349, '48001-75000': 14355, '75001-110000': 17269}"
1358,Fortis Institute-Towson,"Towson, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 24735, '110001+': 29015, '30001-48000': 24242, '48001-75000': 26362, '75001-110000': 28612}"
1359,Montgomery Beauty School,"Silver Spring, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 19386, '110001+': 0, '30001-48000': 20655, '48001-75000': 22692, '75001-110000': 0}"
1360,Montgomery College,"Rockville, MD",MD,Public,5322,15000,,,medium,1301,"{'0-30000': 7193, '110001+': 13647, '30001-48000': 7676, '48001-75000': 8993, '75001-110000': 11846}"
1361,Morgan State University,"Baltimore, MD",MD,Public Research,8008,15000,85.38,3.034375,medium,1301,"{'0-30000': 9099, '110001+': 19573, '30001-48000': 10377, '48001-75000': 14245, '75001-110000': 17510}"
1363,Ner Israel Rabbinical College,"Baltimore, MD",MD,Private Research,13700,15000,72.22,,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 919, '48001-75000': 3633, '75001-110000': 10650}"
1364,Hair Academy,"New Carrollton, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 18416, '110001+': 0, '30001-48000': 19247, '48001-75000': 19841, '75001-110000': 0}"
1365,Notre Dame of Maryland University,"Baltimore, MD",MD,Private Research,40730,15000,69.58,,small,1301,"{'0-30000': 19187, '110001+': 23606, '30001-48000': 24837, '48001-75000': 27392, '75001-110000': 19882}"
1366,Prince George's Community College,"Largo, MD",MD,Public,3914,15000,,,medium,1301,"{'0-30000': 13871, '110001+': 19511, '30001-48000': 14092, '48001-75000': 15428, '75001-110000': 17994}"
1367,Maryland Beauty Academy of Essex,"Baltimore, MD",MD,Private,0,15000,,,small,1301,"{'0-30000': 15386, '110001+': 0, '30001-48000': 16680, '48001-75000': 0, '75001-110000': 0}"
1368,Salisbury University,"Salisbury, MD",MD,Public Research,10396,15000,91.06,3.865625,medium,1301,"{'0-30000': 10337, '110001+': 22991, '30001-48000': 13682, '48001-75000': 17318, '75001-110000': 21035}"
1369,St. Mary's College of Maryland,"St. Mary's City, MD",MD,Public Research,15184,15000,77.3,3.940625,small,1301,"{'0-30000': 5213, '110001+': 24818, '30001-48000': 9457, '48001-75000': 12754, '75001-110000': 19612}"
