State,zipcode,Mean Income,Estimated Investments,Home_Value
KY,40208,"43,261.71","13,163","128,178"
KY,40209,"41,247.37", -   ,"102,879"
KY,40210,"30,363.40",355,"78,568"
KY,40211,"33,086.88",972,"90,481"
KY,40212,"32,644.98",906,"79,349"
KY,40213,"55,409.38","26,842","190,322"
KY,40214,"49,915.06","17,843","201,485"
KY,40215,"35,430.85","4,090","128,859"
KY,40216,"44,963.55","8,031","189,497"
KY,40217,"58,652.53","18,801","226,805"
KY,40218,"46,566.14","11,641","198,490"
KY,40219,"43,599.22","8,288","216,615"
KY,40220,"66,971.61","44,355","273,983"
KY,40222,"129,576.06","236,543","375,950"
KY,40223,"122,718.38","183,027","367,109"
KY,40228,"61,202.84","14,777","257,626"
KY,40229,"55,669.31","6,781","231,592"
KY,40241,"124,514.79","203,764","395,226"
KY,40242,"80,827.50","65,420","308,333"
KY,40243,"78,303.88","67,832","326,918"
KY,40245,"142,447.23","134,504","463,170"
KY,40258,"50,968.11","6,954","207,098"
KY,40272,"55,039.71","11,213","200,925"
KY,40291,"74,830.91","33,752","290,239"
KY,40299,"87,604.77","51,949","316,160"
KY,40311,"53,869.42","8,532","159,637"
KY,40312,"46,268.16",2260,"137,528"
KY,40313,"42,538.24",2627,"148,949"
KY,40316,"44,108.34", -   ,
KY,40322,"46,182.79",2377,"142,017"
KY,40324,"80,107.44","40,322","306,824"
KY,40328,"58,316.00",8160,"214,864"
KY,40330,"61,385.92","34,355","217,830"
KY,40336,"52,569.98","8,989","105,922"
KY,40337,"49,263.26",2279,"179,179"
KY,40342,"65,782.73","25,853","241,299"
KY,40346,"43,671.43",114,"154,500"
KY,40347,"122,890.37","119,289","310,996"
KY,40351,"59,653.09","23,044","172,142"
KY,40353,"64,544.85","22,264","208,298"
KY,40356,"90,318.21","68,182","293,451"
KY,40358,"56,632.26",839,"170,136"
KY,40359,"58,508.97","15,462","164,895"
KY,40360,"52,050.35","9,424","158,899"
KY,40361,"70,633.12","59,210","229,890"
KY,40370,"74,522.39","16,761","243,480"
KY,40371,"46,800.00",3673,"150,180"
KY,40372,"66,936.04","20,144","275,765"
KY,40374,"47,907.69",8436,"154,561"
KY,40379,"75,077.84","20,371","266,430"
KY,40380,"53,516.42","8,918","164,479"
KY,40383,"85,478.93","82,177","326,463"
KY,40385,"57,051.15",10305,"233,178"
KY,40387,"44,964.38",2548,"122,550"
KY,40390,"67,275.44","50,246","288,545"
KY,40391,"65,422.59","35,600","243,910"
KY,40402,"50,520.18",4367,"122,433"
KY,40403,"58,418.40","18,639","238,793"
KY,40409,"50,267.36",3903,"153,272"
KY,40419,"49,656.97",6679,"163,663"
KY,40422,"70,379.01","68,883","231,760"
KY,40437,"53,559.20",7977,"177,892"
KY,40440,"50,160.20",2469,"169,010"
KY,40442,"45,379.07",465,"143,417"
KY,40444,"64,959.84","26,918","232,357"
KY,40445,"40,885.72",500,"110,913"
KY,40447,"47,491.90",3061,"102,527"
KY,40456,"52,409.83","11,127","148,775"
KY,40460,"39,846.88",438,"125,466"
KY,40461,"69,188.99",13339,"252,571"
KY,40464,"56,310.26",3538,"168,666"
KY,40468,"56,675.86",12069,"209,478"
KY,40472,"43,400.00",2281,"87,414"
KY,40475,"70,395.99","29,610","278,181"
KY,40481,"51,566.67",333,
KY,40484,"55,252.95","23,197","195,063"
KY,40486,"50,893.59",2051,"113,586"
KY,40489,"49,444.90",5891,"171,839"
KY,40502,"166,001.50","356,358","522,031"
KY,40503,"83,342.23","73,131","323,569"
KY,40504,"52,298.30","37,359","248,281"
KY,40505,"53,008.54","20,720","212,957"
KY,40507,"141,050.00","470,750","386,777"
KY,40508,"50,201.70","28,360","201,398"
KY,40509,"99,465.39","73,385","380,485"
KY,40510,"189,191.49","222,213","713,209"
KY,40511,"78,300.06","64,698","294,384"
KY,40513,"160,475.75","209,692","532,348"
KY,40514,"84,269.12","37,525","346,158"
KY,40515,"100,814.51","86,094","357,814"
KY,40516,"101,895.38","105,108","299,407"
KY,40517,"48,365.02","19,034","239,616"
KY,40601,"66,495.74","39,861","233,661"
KY,40701,"53,858.82","16,069","161,573"
KY,40729,"50,452.44",6089,"135,241"
KY,40734,"45,955.71",5771,"149,937"
KY,40737,"44,724.07",556,"143,258"
KY,40740,"46,162.28",982,"148,650"
KY,40741,"62,769.75","22,217","167,058"
KY,40744,"61,327.62","16,656","186,090"
KY,40759,"43,067.44",3163,"112,131"
KY,40763,"38,581.82", -   ,
KY,40769,"46,692.88","12,729","105,335"
KY,40771,"37,211.11",267,"118,737"
KY,40806,"46,727.03",2622,"101,622"
KY,40810,"44,172.73",545,"81,374"
KY,40813,"45,361.91",95,"89,947"
KY,40815,"41,051.43",171,"66,437"
KY,40819,"47,783.34",500,"80,548"
KY,40820,"35,850.00", -   ,"84,270"
KY,40823,"41,975.51",4306,"54,961"
KY,40826,"39,606.67", -   ,
KY,40827,"45,247.06",588,"77,795"
KY,40828,"39,767.89",661,"61,420"
KY,40831,"61,729.41","33,176","101,168"
KY,40840,"39,560.00", -   ,
KY,40845,"39,760.00", -   ,"44,597"
KY,40856,"43,438.10",190,"84,958"
KY,40862,"46,955.56",222,"77,792"
KY,40863,"43,678.57", -   ,"65,427"
KY,40865,"46,390.91",545,"90,670"
KY,40868,"38,872.73",273,"73,630"
KY,40870,"41,253.85", -   ,"81,785"
KY,40873,"45,309.52",571,"82,562"
KY,40902,"36,042.11", -   ,"49,046"
KY,40903,"41,153.33",267,"106,139"
KY,40906,"51,515.72","13,521","145,536"
KY,40914,"40,821.05", -   ,
KY,40915,"44,228.95",474,"162,898"
KY,40923,"37,163.33",267,"143,403"
KY,40935,"38,830.56",917,"108,245"
KY,40939,"35,700.00", -   ,
KY,40940,"37,835.29", -   ,"64,202"
KY,40943,"39,892.31",154,"152,672"
KY,40949,"50,692.31",1385,"129,571"
KY,40953,"41,715.79", -   ,"139,056"
KY,40958,"38,668.75", -   ,"63,697"
KY,40962,"45,383.43","10,035","111,661"
KY,40965,"43,723.85","20,092","99,950"
KY,40972,"37,215.79",474,
KY,40977,"49,570.45",6992,"79,591"
KY,40988,"33,680.00", -   ,"62,465"
KY,41001,"85,896.26","44,487","294,583"
KY,41002,"56,387.88",16788,"165,537"
KY,41003,"56,559.22",6427,"174,390"
KY,41004,"56,540.00",8046,"173,575"
KY,41005,"74,733.47","32,272","301,911"
KY,41006,"71,195.98","31,518","237,634"
KY,41007,"87,734.87","36,708","268,738"
KY,41008,"60,749.04","23,025","173,395"
KY,41010,"58,389.31",7206,"106,249"
KY,41011,"120,390.58","179,548","264,278"
KY,41014,"48,381.11","10,899","164,855"
KY,41015,"74,133.43","41,235","210,090"
KY,41016,"61,418.25","18,137","192,390"
KY,41017,"134,237.31","333,223","319,817"
KY,41018,"61,265.32","25,838","222,907"
KY,41030,"71,351.03","17,841","264,598"
KY,41031,"61,598.51","28,647","200,712"
KY,41033,"65,079.17",3813,"228,086"
KY,41034,"55,956.52",5043,"160,938"
KY,41035,"62,097.81","17,135","260,037"
KY,41039,"54,397.46",4373,"175,888"
KY,41040,"55,658.84","18,367","175,619"
KY,41041,"56,786.23","26,413","166,518"
KY,41042,"63,878.73","27,615","257,391"
KY,41043,"66,878.31",18193,"216,658"
KY,41044,"58,822.73",9318,"184,147"
KY,41045,"65,226.00",2280,"172,225"
KY,41046,"59,260.49",4148,"182,011"
KY,41048,"109,366.45","59,395","341,523"
KY,41049,"55,797.83",6696,"207,189"
KY,41051,"78,283.16","22,043","303,389"
KY,41052,"56,020.00",267,
KY,41055,"61,579.73",21027,"227,460"
KY,41056,"61,382.91","75,892","152,133"
KY,41059,"81,032.58","71,636","237,030"
KY,41063,"75,656.16","22,301","273,096"
KY,41064,"52,076.25",6525,"149,794"
KY,41071,"76,228.80","60,462","196,512"
KY,41073,"78,092.20","82,414","230,849"
KY,41074,"63,225.20","24,850","187,861"
KY,41075,"122,532.59","145,983","329,373"
KY,41076,"83,310.63","81,209","232,636"
KY,41080,"88,805.88","44,824","248,288"
KY,41083,"67,861.54",6462,"204,459"
KY,41086,"70,943.16",9558,"227,142"
KY,41091,"130,926.30","96,711","409,285"
KY,41092,"95,945.35","62,372","280,735"
KY,41093,"50,793.88",9367,"161,276"
KY,41094,"82,478.11","36,878","317,059"
KY,41095,"59,472.67",4919,"196,789"
KY,41097,"63,751.35","20,527","237,774"
KY,41098,"53,404.69",1344,"80,604"
KY,41101,"63,946.93","45,209","100,004"
KY,41102,"67,319.90","25,126","131,647"
KY,41121,"60,760.94",2813,"159,561"
KY,41124,"48,575.86",207,
KY,41129,"74,720.63","23,953","117,003"
KY,41132,"56,346.15", -   ,
KY,41139,"59,753.31","13,718","133,189"
KY,41141,"49,896.55",1195,"90,851"
KY,41143,"57,917.78","17,522","155,706"
KY,41144,"60,100.52","9,912","137,312"
KY,41146,"36,782.35", -   ,
KY,41149,"48,453.33", -   ,
KY,41159,"38,540.00", -   ,
KY,41164,"50,425.17","5,784","127,201"
KY,41166,"47,360.00",800,"92,097"
KY,41168,"60,355.77",4365,"124,183"
KY,41169,"73,292.59","31,580","164,743"
KY,41171,"51,768.94",5273,"137,083"
KY,41174,"61,521.05",7526,"111,045"
KY,41175,"58,331.71","10,263","124,432"
KY,41179,"48,803.83",4989,"91,653"
KY,41180,"47,984.85",303,"180,920"
KY,41183,"55,934.85",3000,"122,832"
KY,41189,"50,870.87",11243,"118,673"
KY,41203,"40,038.46", -   ,
KY,41204,"39,820.00", -   ,"97,818"
KY,41214,"45,277.78", -   ,"118,842"
KY,41216,"59,690.91",2955,"142,151"
KY,41219,"50,176.56",781,"126,393"
KY,41222,"58,909.76",7171,"144,395"
KY,41224,"52,382.39",3958,"128,521"
KY,41230,"57,795.80","12,270","154,389"
KY,41231,"46,920.00",320,"113,334"
KY,41232,"46,661.90",286,
KY,41234,"51,712.50", -   ,"108,319"
KY,41238,"58,789.74",1077,"161,926"
KY,41240,"58,443.89","30,480","127,607"
KY,41250,"48,630.00",1900,"108,396"
KY,41254,"53,955.56", -   ,"149,148"
KY,41255,"46,209.38",63,"108,680"
KY,41256,"81,839.47",15289,"164,016"
KY,41257,"51,257.89", -   ,"135,302"
KY,41260,"48,033.33",500,"129,261"
KY,41262,"38,711.77",353,"109,810"
KY,41263,"55,550.00", -   ,"150,598"
KY,41264,"41,600.00", -   ,
KY,41265,"53,764.91",1193,"116,919"
KY,41267,"34,668.00",400,"103,766"
KY,41268,"53,856.52",261,"112,283"
KY,41274,"49,173.08",385,"126,494"
KY,41301,"48,116.06",5865,"191,992"
KY,41311,"45,384.02",3639,"141,835"
KY,41314,"46,794.89",3372,"122,341"
KY,41317,"40,091.67", -   ,
KY,41332,"51,420.51",564,
KY,41339,"51,013.07","6,928","96,243"
KY,41348,"43,084.62",974,
KY,41352,"49,521.05",2316,"121,338"
KY,41360,"41,684.62", -   ,
KY,41365,"65,121.43", -   ,
KY,41385,"43,340.00",200,
KY,41408,"35,792.86", -   ,
KY,41421,"41,783.33", -   ,
KY,41425,"45,845.95",270,"111,337"
KY,41464,"36,114.29", -   ,
KY,41465,"49,133.43","6,830","127,887"
KY,41472,"54,999.69","12,161","115,102"
KY,41501,"68,796.77","37,848","96,166"
KY,41503,"75,135.00",4500,"96,780"
KY,41512,"43,477.27",727,"77,639"
KY,41513,"49,815.38",308,"66,649"
KY,41514,"53,172.57",7381,"68,570"
KY,41519,"55,552.94",471,"86,078"
KY,41522,"47,976.52",5379,"67,563"
KY,41527,"89,010.00",14900,"151,087"
KY,41528,"39,584.62", -   ,"52,234"
KY,41531,"60,968.97",2345,"70,169"
KY,41535,"45,721.43", -   ,"78,264"
KY,41537,"47,053.03",2621,"53,999"
KY,41539,"53,041.18",824,"77,101"
KY,41540,"53,450.00", -   ,
KY,41543,"48,126.67", -   ,"55,197"
KY,41544,"45,604.17",333,"60,073"
KY,41548,"45,195.00",1000,"58,249"
KY,41553,"47,696.67",1733,"60,760"
KY,41554,"49,530.44",435,
KY,41555,"44,190.00",400,"68,203"
KY,41557,"56,754.55",2836,"89,388"
KY,41558,"59,768.42", -   ,"76,966"
KY,41559,"48,828.57",714,
KY,41560,"44,000.00",471,
KY,41562,"46,777.03",865,"63,832"
KY,41564,"53,703.45",483,"76,331"
KY,41568,"43,333.33", -   ,"49,498"
KY,41571,"47,443.75", -   ,"62,276"
KY,41572,"49,508.77",5684,"70,401"
KY,41601,"57,751.22",6683,"103,331"
KY,41602,"45,728.57",143,"85,594"
KY,41603,"55,507.84",4588,"107,607"
KY,41604,"36,128.57", -   ,"55,406"
KY,41605,"49,551.52",2061,"96,207"
KY,41606,"40,561.54",615,"69,179"
KY,41607,"39,216.67", -   ,
KY,41615,"51,931.82",273,"100,380"
KY,41616,"49,425.00",250,"77,173"
KY,41622,"45,000.00", -   ,"80,601"
KY,41630,"48,450.00",750,"57,361"
KY,41631,"38,704.00",160,"69,156"
KY,41632,"42,600.00", -   ,
KY,41635,"58,926.09",7761,"86,957"
KY,41636,"40,073.69",632,"60,287"
KY,41640,"51,414.29",743,"74,066"
KY,41642,"52,395.00",300,"114,438"
KY,41645,"49,871.05",1211,"67,635"
KY,41647,"44,610.87",1000,"64,444"
KY,41649,"49,240.74",2938,"66,165"
KY,41650,"42,635.00", -   ,"56,740"
KY,41653,"58,907.16","18,639","119,600"
KY,41655,"36,682.61", -   ,"59,713"
KY,41659,"71,834.78",1217,"141,656"
KY,41660,"41,955.00", -   ,"67,516"
KY,41666,"45,685.72",190,"53,008"
KY,41667,"41,140.00", -   ,"53,458"
KY,41669,"43,656.25", -   ,"50,203"
KY,41701,"64,622.32","20,519","110,101"
KY,41714,"43,076.92", -   ,
KY,41719,"44,577.08",625,"97,061"
KY,41721,"41,540.91",91,"75,648"
KY,41722,"44,210.53",596,"76,619"
KY,41723,"41,125.72",286,"66,832"
KY,41727,"57,677.50",12000,"130,468"
KY,41731,"52,468.75",375,"78,340"
KY,41740,"60,523.08",538,"161,652"
KY,41746,"45,889.47", -   ,
KY,41749,"54,570.94",4154,"75,690"
KY,41751,"60,025.00",167,
KY,41754,"49,276.92", -   ,
KY,41759,"45,112.50",750,"109,212"
KY,41763,"50,242.86", -   ,
KY,41764,"45,328.57", -   ,"89,133"
KY,41773,"45,015.91",955,"76,921"
KY,41774,"50,454.88",2049,"86,567"
KY,41776,"49,988.46",692,"75,257"
KY,41777,"44,272.22",889,"68,248"
KY,41804,"49,150.00",583,"57,651"
KY,41815,"44,937.50",333,"81,005"
KY,41817,"44,185.72",857,"95,556"
KY,41821,"48,608.33",833,
KY,41822,"59,411.22",19918,"128,584"
KY,41824,"48,690.91",909,"86,407"
KY,41825,"43,666.67", -   ,"49,485"
KY,41826,"44,896.30",963,"67,896"
KY,41828,"42,552.38",1429,"95,421"
KY,41831,"52,169.70",1879,"135,392"
KY,41832,"48,191.67", -   ,
KY,41833,"41,190.91", -   ,
KY,41834,"42,146.67", -   ,"97,649"
KY,41835,"41,220.00",300,"51,133"
KY,41836,"41,448.28",552,"113,697"
KY,41837,"51,624.24",364,"78,528"
KY,41838,"51,246.16", -   ,"71,129"
KY,41839,"38,854.55",273,"106,020"
KY,41840,"46,427.03",432,"48,878"
KY,41843,"44,872.73",1273,"107,291"
KY,41844,"47,953.57",3214,"92,149"
KY,41847,"53,585.71", -   ,"106,531"
KY,41855,"43,162.50",375,"83,127"
KY,41858,"58,823.04","15,330","81,520"
KY,41862,"47,747.83",1478,"90,225"
KY,42001,"101,015.25","100,748","200,392"
KY,42003,"61,211.18","30,355","137,080"
KY,42020,"60,070.37",8907,"183,717"
KY,42021,"65,010.35",21345,"105,553"
KY,42023,"61,614.43",17814,"122,072"
KY,42024,"61,417.24",14966,"105,265"
KY,42025,"70,489.47","39,561","171,535"
KY,42027,"85,852.58",16062,"200,299"
KY,42028,"57,252.00",800,"81,165"
KY,42029,"65,766.33","33,306","158,369"
KY,42031,"61,808.87","22,516","136,315"
KY,42035,"81,311.63",25581,"177,305"
KY,42036,"55,223.08",4154,"117,836"
KY,42038,"68,988.26","36,836","140,428"
KY,42039,"68,216.42",14896,"156,359"
KY,42040,"60,740.82",9673,"164,700"
KY,42041,"47,508.13","31,263","105,904"
KY,42044,"84,040.67","86,027","205,188"
KY,42045,"65,071.00","54,180","150,079"
KY,42048,"47,085.11",10957,"123,380"
KY,42049,"50,670.15",11881,"121,376"
KY,42050,"50,085.42",17063,"64,333"
KY,42051,"74,809.77","27,038","169,920"
KY,42053,"69,256.44","27,084","153,495"
KY,42054,"72,502.33",12093,"167,065"
KY,42055,"68,963.89","47,537","201,482"
KY,42056,"63,601.25",18750,"119,835"
KY,42058,"56,589.69",9361,"146,604"
KY,42064,"54,402.21","18,082","93,532"
KY,42066,"61,861.72","32,451","143,497"
KY,42069,"85,682.98",16638,"181,705"
KY,42071,"66,581.19","42,173","145,847"
KY,42076,"58,139.54",28419,"106,436"
KY,42078,"56,007.35",9382,"94,506"
KY,42079,"53,789.47",9789,"147,439"
KY,42081,"60,938.55",10000,"116,006"
KY,42082,"67,369.51",13220,"170,515"
KY,42083,"58,908.33",1167,"128,057"
KY,42085,"49,502.94",1059,"93,397"
KY,42086,"71,997.41","30,591","192,887"
KY,42087,"59,200.00",12043,"117,863"
KY,42088,"54,620.54",9536,"145,645"
KY,42101,"48,859.02","11,810","227,528"
KY,42103,"111,199.81","142,513","349,293"
KY,42104,"73,150.53","40,550","314,276"
KY,42120,"49,704.26",3851,"165,373"
KY,42122,"97,936.88","52,426","385,392"
KY,42123,"52,772.73",727,"201,982"
KY,42127,"50,936.02","32,996","184,091"
KY,42129,"46,013.60","9,787","154,552"
KY,42133,"49,335.71",4536,"126,265"
KY,42134,"58,995.30","26,784","236,780"
KY,42140,"46,482.22",3778,"125,004"
KY,42141,"59,840.72","35,759","196,256"
KY,42154,"43,228.57",857,"179,493"
KY,42156,"64,064.71",1059,"178,233"
KY,42157,"41,912.50",750,"202,788"
KY,42159,"64,315.52",5897,"277,731"
KY,42160,"48,203.49",7047,"192,137"
KY,42164,"58,287.43","17,486","184,637"
KY,42166,"48,488.42",6632,"170,290"
KY,42167,"60,441.50","19,425","117,565"
KY,42170,"68,532.39",11549,"283,924"
KY,42171,"63,292.17","17,964","237,996"
KY,42202,"59,743.88",14184,"181,421"
KY,42204,"67,742.31",19692,"197,993"
KY,42206,"64,791.43","12,792","223,643"
KY,42207,"62,706.82",2773,"170,345"
KY,42210,"52,995.27",5621,"179,775"
KY,42211,"61,302.96","28,911","114,300"
KY,42214,"48,916.67",3800,"167,245"
KY,42215,"69,130.19",15472,"178,049"
KY,42217,"63,001.32","17,086","229,345"
KY,42220,"60,163.20","25,799","185,169"
KY,42223,"40,673.32",1472,
KY,42232,"71,589.74",20718,"216,290"
KY,42234,"66,431.71",14220,"177,503"
KY,42236,"76,517.95","79,077","236,874"
KY,42240,"57,081.91","40,017","183,302"
KY,42254,"49,663.64", -   ,"151,680"
KY,42256,"59,964.68","20,816","195,135"
KY,42259,"50,462.79",4186,"81,427"
KY,42261,"53,277.86","11,513","185,910"
KY,42262,"39,754.29",2000,"204,570"
KY,42265,"94,700.00",42667,"252,481"
KY,42266,"64,833.65",16538,"257,935"
KY,42273,"61,057.89",2737,"145,498"
KY,42274,"62,338.53",15817,"294,971"
KY,42275,"48,961.11",778,"188,506"
KY,42276,"58,754.71","22,569","191,751"
KY,42280,"44,226.09",696,"210,225"
KY,42285,"54,231.25",750,"157,612"
KY,42286,"70,536.51","91,016","257,765"
KY,42301,"61,360.80","46,373","190,309"
KY,42303,"71,797.66","62,403","198,601"
KY,42320,"53,832.51","14,192","140,911"
KY,42321,"52,223.53", -   ,"87,279"
KY,42323,"57,015.79",1632,"115,523"
KY,42324,"63,268.89",5200,"144,074"
KY,42325,"54,650.00",6395,"131,192"
KY,42326,"44,815.38", -   ,
KY,42327,"69,626.01","23,514","160,802"
KY,42328,"50,094.55",1127,"123,409"
KY,42330,"54,414.54","31,009","114,933"
KY,42333,"50,507.14",1714,"124,768"
KY,42337,"43,370.00",1857,"91,575"
KY,42339,"53,539.47",684,"128,579"
KY,42343,"49,076.06",5606,"131,402"
KY,42344,"41,185.30",647,"86,825"
KY,42345,"60,017.71","31,561","139,881"
KY,42347,"58,286.01","21,877","151,022"
KY,42348,"66,328.16","12,398","183,799"
KY,42349,"42,928.00",1240,"127,460"
KY,42350,"62,903.64",6182,"116,481"
KY,42351,"68,045.86","19,326","181,887"
KY,42352,"59,170.13",12468,"114,347"
KY,42354,"45,578.57", -   ,
KY,42355,"65,344.44",21185,"174,958"
KY,42361,"59,968.42",1579,"185,228"
KY,42366,"81,442.50","37,607","237,135"
KY,42367,"41,667.57",486,
KY,42368,"58,183.33",2333,"162,706"
KY,42369,"45,000.00", -   ,
KY,42371,"68,984.21",1368,"101,163"
KY,42372,"58,247.89",7099,"119,558"
KY,42376,"72,188.31","21,397","218,724"
KY,42378,"64,716.67","20,467","191,108"
KY,42404,"68,833.70","30,891","110,500"
KY,42406,"64,987.18",11521,"190,327"
KY,42408,"54,111.87","11,516","109,620"
KY,42409,"76,965.56","24,289","148,613"
KY,42410,"40,661.70",1957,"51,065"
KY,42411,"60,510.15",10986,"150,047"
KY,42413,"89,118.32","70,534","235,866"
KY,42420,"64,997.71","54,272","190,364"
KY,42431,"63,112.59","48,633","155,841"
KY,42436,"70,232.20",11627,"221,813"
KY,42437,"67,456.90","49,003","147,059"
KY,42441,"63,446.43",7071,"164,219"
KY,42442,"55,038.14",3831,"115,701"
KY,42445,"56,246.62","21,237","128,739"
KY,42450,"52,176.43","12,968","86,188"
KY,42451,"56,644.45",148,"138,506"
KY,42452,"70,850.50",11208,"223,603"
KY,42453,"45,190.48",381,"125,006"
KY,42455,"62,164.93","17,075","129,949"
KY,42456,"74,544.93",13101,"149,765"
KY,42458,"61,241.46",6780,"168,639"
KY,42459,"59,168.07","27,373","105,647"
KY,42461,"56,884.48",11517,"101,014"
KY,42462,"78,203.45","45,345","160,150"
KY,42464,"55,681.08",5892,"152,592"
KY,42501,"51,350.00","17,732","150,651"
KY,42503,"74,939.94","36,048","219,392"
KY,42516,"45,000.00",353,"126,148"
KY,42518,"58,227.87","25,459","177,436"
KY,42519,"43,124.14",9931,"105,108"
KY,42528,"55,112.50",28786,"135,123"
KY,42533,"40,022.22",2611,"146,872"
KY,42539,"46,061.94","14,567","130,625"
KY,42541,"52,077.27",727,"117,592"
KY,42544,"59,380.91","19,402","148,484"
KY,42553,"50,587.01",5801,"179,522"
KY,42565,"62,296.00",880,"139,357"
KY,42566,"41,560.87",522,"105,838"
KY,42567,"49,779.31",7147,"157,749"
KY,42602,"45,848.04","10,894","152,643"
KY,42603,"39,366.67", -   ,"169,093"
KY,42629,"55,202.58","25,454","149,250"
KY,42633,"47,009.73","18,513","157,744"
KY,42634,"37,992.68",98,"59,185"
KY,42635,"41,953.91",1843,"108,488"
KY,42642,"54,167.98","22,915","153,911"
KY,42647,"44,132.79",2508,"88,227"
KY,42649,"42,846.30",259,"97,513"
KY,42653,"43,803.42",3014,"96,946"
